date,season,team,opponent,runs,oppRuns,moneyLine,runLine,runLineOdds,total,overOdds,underOdds,oppMoneyLine,oppRunLine,oppRunLineOdds,projectedRuns,parkName,totalRuns,runDif
5/23/2014,2014,OAK,TOR,2,3,-117,-1.5,130,9.5,-102,-118,107,1.5,-150,5.12,Rogers Centre,5,-1
5/23/2014,2014,PIT,WSH,4,3,-125,-1.5,175,7,105,-125,115,1.5,-205,3.89,PNC Park,7,1
5/24/2014,2014,NYM,ARI,2,3,-115,-1.5,185,7,-120,100,105,1.5,-215,3.74,Citi Field,5,-1
5/24/2014,2014,COL,ATL,3,1,141,1.5,-165,7.5,-107,-113,-156,-1.5,145,3.11,Turner Field,4,2
5/24/2014,2014,CLE,BAL,9,0,-106,-1.5,150,8,-105,-115,-104,1.5,-170,4.12,Camden Yards,9,9
5/24/2014,2014,TB,BOS,6,5,-160,-1.5,135,6.5,-118,-102,145,1.5,-155,4,Tropicana Field,11,1
5/24/2014,2014,SD,CHC,2,3,-105,-1.5,190,6.5,-125,105,-105,1.5,-230,3.33,PETCO Park,5,-1
5/24/2014,2014,STL,CIN,6,3,-123,-1.5,140,7,-120,100,113,1.5,-160,3.86,Great American Ballpark,9,3
5/24/2014,2014,BAL,CLE,0,9,-104,1.5,-170,8,-105,-115,-106,-1.5,150,4.08,Camden Yards,9,-9
5/24/2014,2014,ATL,COL,1,3,-156,-1.5,145,7.5,-107,-113,141,1.5,-165,4.57,Turner Field,4,-2
5/24/2014,2014,NYY,CWS,4,3,-124,-1.5,135,9,105,-125,114,1.5,-155,4.98,Guaranteed Rate Field,7,1
5/24/2014,2014,TEX,DET,12,2,153,1.5,-145,9,-105,-115,-173,-1.5,125,3.56,Comerica Park,14,10
5/24/2014,2014,SEA,HOU,4,9,-115,-1.5,180,7.5,-105,-115,105,1.5,-210,4.01,T-Mobile Park,13,-5
5/24/2014,2014,LAA,KC,4,7,-105,-1.5,190,7.5,100,-120,-105,1.5,-230,3.84,Angel Stadium,11,-3
5/24/2014,2014,KC,LAA,7,4,-105,1.5,-230,7.5,100,-120,-105,-1.5,190,3.84,Angel Stadium,11,3
5/24/2014,2014,PHI,LAD,5,3,116,1.5,-145,8.5,-120,100,-131,-1.5,125,3.94,Citizens Bank Park,8,2
5/24/2014,2014,MIL,MIA,1,2,-105,1.5,-215,8,100,-120,-105,-1.5,185,4.1,Marlins Park,3,-1
5/24/2014,2014,MIA,MIL,2,1,-105,-1.5,185,8,100,-120,-105,1.5,-215,4.1,Marlins Park,3,1
5/24/2014,2014,SF,MIN,2,1,-140,-1.5,155,7.5,105,-125,125,1.5,-175,4.38,AT&T Park,3,1
5/24/2014,2014,ARI,NYM,3,2,105,1.5,-215,7,-120,100,-115,-1.5,185,3.41,Citi Field,5,1
5/24/2014,2014,CWS,NYY,3,4,114,1.5,-155,9,105,-125,-124,-1.5,135,4.21,Guaranteed Rate Field,7,-1
5/24/2014,2014,TOR,OAK,5,2,-106,-1.5,185,9,100,-120,-104,1.5,-215,4.63,Rogers Centre,7,3
5/24/2014,2014,LAD,PHI,3,5,-131,-1.5,125,8.5,-120,100,116,1.5,-145,4.82,Citizens Bank Park,8,-2
5/24/2014,2014,WSH,PIT,2,3,-110,1.5,-230,6.5,100,-120,100,-1.5,190,3.4,PNC Park,5,-1
5/24/2014,2014,CHC,SD,3,2,-105,1.5,-230,6.5,-125,105,-105,-1.5,190,3.33,PETCO Park,5,1
5/24/2014,2014,HOU,SEA,9,4,105,1.5,-210,7.5,-105,-115,-115,-1.5,180,3.66,T-Mobile Park,13,5
5/24/2014,2014,MIN,SF,1,2,125,1.5,-175,7.5,105,-125,-140,-1.5,155,3.33,AT&T Park,3,-1
5/24/2014,2014,CIN,STL,3,6,113,1.5,-160,7,-120,100,-123,-1.5,140,3.29,Great American Ballpark,9,-3
5/24/2014,2014,BOS,TB,5,6,145,1.5,-155,6.5,-118,-102,-160,-1.5,135,2.65,Tropicana Field,11,-1
5/24/2014,2014,DET,TEX,2,12,-173,-1.5,125,9,-105,-115,153,1.5,-145,5.7,Comerica Park,14,-10
5/24/2014,2014,OAK,TOR,2,5,-104,1.5,-215,9,100,-120,-106,-1.5,185,4.59,Rogers Centre,7,-3
5/24/2014,2014,PIT,WSH,3,2,100,-1.5,190,6.5,100,-120,-110,1.5,-230,3.25,PNC Park,5,1
5/25/2014,2014,NYM,ARI,1,2,101,1.5,-170,7,-120,100,-111,-1.5,150,3.48,Citi Field,3,-1
5/25/2014,2014,NYM,ARI,4,2,-121,-1.5,170,7.5,-110,-110,111,1.5,-200,4.11,Citi Field,6,2
5/25/2014,2014,COL,ATL,0,7,154,1.5,-150,7,-126,106,-169,-1.5,130,2.76,Turner Field,7,-7
5/25/2014,2014,CLE,BAL,2,4,102,1.5,-210,8.5,-120,100,-112,-1.5,180,4.21,Camden Yards,6,-2
5/25/2014,2014,TB,BOS,8,5,-121,-1.5,170,7.5,100,-120,111,1.5,-200,4.11,Tropicana Field,13,3
5/25/2014,2014,SD,CHC,4,3,-141,-1.5,165,6.5,100,-120,126,1.5,-195,3.8,PETCO Park,7,1
5/25/2014,2014,STL,CIN,4,0,-141,-1.5,125,6.5,-123,103,126,1.5,-145,3.8,Great American Ballpark,4,4
5/25/2014,2014,BAL,CLE,4,2,-112,-1.5,180,8.5,-120,100,102,1.5,-210,4.49,Camden Yards,6,2
5/25/2014,2014,ATL,COL,7,0,-169,-1.5,130,7,-126,106,154,1.5,-150,4.4,Turner Field,7,7
5/25/2014,2014,NYY,CWS,7,1,-195,-1.5,-125,7.5,-120,100,175,1.5,105,4.96,Guaranteed Rate Field,8,6
5/25/2014,2014,TEX,DET,12,4,149,1.5,-145,8.5,-120,100,-164,-1.5,125,3.41,Comerica Park,16,8
5/25/2014,2014,SEA,HOU,1,4,-139,-1.5,175,6.5,105,-125,124,1.5,-205,3.78,T-Mobile Park,5,-3
5/25/2014,2014,LAA,KC,4,3,-159,-1.5,140,8,-110,-110,144,1.5,-160,4.91,Angel Stadium,7,1
5/25/2014,2014,KC,LAA,3,4,144,1.5,-160,8,-110,-110,-159,-1.5,140,3.28,Angel Stadium,7,-1
5/25/2014,2014,PHI,LAD,0,6,103,1.5,-165,7.5,-105,-115,-113,-1.5,145,3.69,Citizens Bank Park,6,-6
5/25/2014,2014,MIL,MIA,7,1,-126,-1.5,135,8,100,-120,116,1.5,-155,4.46,Marlins Park,8,6
5/25/2014,2014,MIA,MIL,1,7,116,1.5,-155,8,100,-120,-126,-1.5,135,3.7,Marlins Park,8,-6
5/25/2014,2014,SF,MIN,8,1,-180,-1.5,125,7,-120,100,160,1.5,-145,4.5,AT&T Park,9,7
5/25/2014,2014,ARI,NYM,2,1,-111,-1.5,150,7,-120,100,101,1.5,-170,3.68,Citi Field,3,1
5/25/2014,2014,ARI,NYM,2,4,111,1.5,-200,7.5,-110,-110,-121,-1.5,170,3.55,Citi Field,6,-2
5/25/2014,2014,CWS,NYY,1,7,175,1.5,105,7.5,-120,100,-195,-1.5,-125,2.73,Guaranteed Rate Field,8,-6
5/25/2014,2014,TOR,OAK,3,1,104,1.5,-155,9.5,-120,100,-114,-1.5,135,4.66,Rogers Centre,4,2
5/25/2014,2014,LAD,PHI,6,0,-113,-1.5,145,7.5,-105,-115,103,1.5,-165,3.98,Citizens Bank Park,6,6
5/25/2014,2014,WSH,PIT,5,2,110,1.5,-215,7,-105,-115,-120,-1.5,185,3.33,PNC Park,7,3
5/25/2014,2014,CHC,SD,3,4,126,1.5,-195,6.5,100,-120,-141,-1.5,165,2.88,PETCO Park,7,-1
5/25/2014,2014,HOU,SEA,4,1,124,1.5,-205,6.5,105,-125,-139,-1.5,175,2.9,T-Mobile Park,5,3
5/25/2014,2014,MIN,SF,1,8,160,1.5,-145,7,-120,100,-180,-1.5,125,2.69,AT&T Park,9,-7
5/25/2014,2014,CIN,STL,0,4,126,1.5,-145,6.5,-123,103,-141,-1.5,125,2.88,Great American Ballpark,4,-4
5/25/2014,2014,BOS,TB,5,8,111,1.5,-200,7.5,100,-120,-121,-1.5,170,3.55,Tropicana Field,13,-3
5/25/2014,2014,DET,TEX,4,12,-164,-1.5,125,8.5,-120,100,149,1.5,-145,5.28,Comerica Park,16,-8
5/25/2014,2014,OAK,TOR,1,3,-114,-1.5,135,9.5,-120,100,104,1.5,-155,5.06,Rogers Centre,4,-2
5/25/2014,2014,PIT,WSH,2,5,-120,-1.5,185,7,-105,-115,110,1.5,-215,3.82,PNC Park,7,-3
5/26/2014,2014,SD,ARI,5,7,114,1.5,-200,8,100,-120,-124,-1.5,170,3.74,Chase Field,12,-2
5/26/2014,2014,BOS,ATL,8,6,117,1.5,-195,7,-115,-105,-132,-1.5,165,3.23,Turner Field,14,2
5/26/2014,2014,MIL,BAL,6,7,-162,-1.5,135,7.5,100,-120,147,1.5,-155,4.64,Miller Park,13,-1
5/26/2014,2014,ATL,BOS,6,8,-132,-1.5,165,7,-115,-105,117,1.5,-195,3.98,Turner Field,14,-2
5/26/2014,2014,SF,CHC,4,8,-127,-1.5,175,7,105,-125,117,1.5,-205,3.92,AT&T Park,12,-4
5/26/2014,2014,LAD,CIN,4,3,-120,-1.5,190,6,-105,-115,110,1.5,-230,3.27,Dodger Stadium,7,1
5/26/2014,2014,CWS,CLE,6,2,-118,-1.5,175,8.5,-125,105,108,1.5,-205,4.6,Guaranteed Rate Field,8,4
5/26/2014,2014,PHI,COL,9,0,-104,-1.5,180,9,-125,105,-106,1.5,-210,4.59,Citizens Bank Park,9,9
5/26/2014,2014,CLE,CWS,2,6,108,1.5,-205,8.5,-125,105,-118,-1.5,175,4.09,Guaranteed Rate Field,8,-4
