date,season,team,opponent,runs,oppRuns,moneyLine,runLine,runLineOdds,total,overOdds,underOdds,oppMoneyLine,oppRunLine,oppRunLineOdds,projectedRuns,parkName,totalRuns,runDif
3/22/2014,2014,LAD,ARI,3,1,-170,-1.5,-104,6.5,-120,100,150,1.5,-116,4.09,Sydney Cricket Ground,4,2
3/22/2014,2014,ARI,LAD,1,3,150,1.5,-116,6.5,-120,100,-170,-1.5,-104,2.6,Sydney Cricket Ground,4,-2
3/23/2014,2014,LAD,ARI,7,5,-119,-1.5,140,7.5,-115,-105,109,1.5,-160,4.08,Sydney Cricket Ground,12,2
3/23/2014,2014,ARI,LAD,5,7,109,1.5,-160,7.5,-115,-105,-119,-1.5,140,3.59,Sydney Cricket Ground,12,-2
3/30/2014,2014,SD,LAD,3,1,105,1.5,-170,6.5,-105,-115,-115,-1.5,150,3.17,PETCO Park,4,2
3/30/2014,2014,LAD,SD,1,3,-115,-1.5,150,6.5,-105,-115,105,1.5,-170,3.48,PETCO Park,4,-2
3/31/2014,2014,SF,ARI,9,8,-118,-1.5,140,8,-114,-106,108,1.5,-160,4.33,Chase Field,17,1
3/31/2014,2014,MIL,ATL,2,0,103,1.5,-165,8,-105,-115,-113,-1.5,145,3.94,Miller Park,2,2
3/31/2014,2014,BOS,BAL,1,2,-115,-1.5,140,9,105,-125,105,1.5,-160,4.81,Camden Yards,3,-1
3/31/2014,2014,BAL,BOS,2,1,105,1.5,-160,9,105,-125,-115,-1.5,140,4.39,Camden Yards,3,1
3/31/2014,2014,PIT,CHC,1,0,-190,-1.5,125,6.5,-110,-110,170,1.5,-145,4.26,PNC Park,1,1
3/31/2014,2014,STL,CIN,1,0,-120,-1.5,135,7,-110,-110,110,1.5,-155,3.82,Great American Ballpark,1,1
3/31/2014,2014,OAK,CLE,0,2,-145,-1.5,155,7,-114,-106,130,1.5,-175,4.14,Oakland Coliseum,2,-2
3/31/2014,2014,MIA,COL,10,1,-145,-1.5,155,6.5,100,-120,130,1.5,-175,3.85,Marlins Park,11,9
3/31/2014,2014,MIN,CWS,3,5,155,1.5,-145,7,-120,100,-175,-1.5,125,2.75,Guaranteed Rate Field,8,-2
3/31/2014,2014,KC,DET,3,4,133,1.5,-170,7,-105,-115,-148,-1.5,150,3,Comerica Park,7,-1
3/31/2014,2014,DET,KC,4,3,-148,-1.5,150,7,-105,-115,133,1.5,-170,4.18,Comerica Park,7,1
3/31/2014,2014,SEA,LAA,10,3,104,1.5,-212,7,-114,-106,-114,-1.5,182,3.43,Angel Stadium,13,7
3/31/2014,2014,COL,MIA,1,10,130,1.5,-175,6.5,100,-120,-145,-1.5,155,2.83,Marlins Park,11,-9
3/31/2014,2014,ATL,MIL,0,2,-113,-1.5,145,8,-105,-115,103,1.5,-165,4.24,Miller Park,2,-2
3/31/2014,2014,CWS,MIN,5,3,-175,-1.5,125,7,-120,100,155,1.5,-145,4.45,Guaranteed Rate Field,8,2
3/31/2014,2014,WSH,NYM,9,7,-179,-1.5,-105,6.5,100,-120,159,1.5,-115,4.17,Citi Field,16,2
3/31/2014,2014,CLE,OAK,2,0,130,1.5,-175,7,-114,-106,-145,-1.5,155,3.04,Oakland Coliseum,2,2
3/31/2014,2014,TEX,PHI,10,14,-105,-1.5,185,7.5,-115,-105,-105,1.5,-215,3.84,Rangers Ballpark,24,-4
3/31/2014,2014,CHC,PIT,0,1,170,1.5,-145,6.5,-110,-110,-190,-1.5,125,2.41,PNC Park,1,-1
3/31/2014,2014,LAA,SEA,3,10,-114,-1.5,182,7,-114,-106,104,1.5,-212,3.73,Angel Stadium,13,-7
3/31/2014,2014,ARI,SF,8,9,108,1.5,-160,8,-114,-106,-118,-1.5,140,3.85,Chase Field,17,-1
3/31/2014,2014,CIN,STL,0,1,110,1.5,-155,7,-110,-110,-120,-1.5,135,3.33,Great American Ballpark,1,-1
3/31/2014,2014,TOR,TB,2,9,149,1.5,-155,7,-105,-115,-164,-1.5,135,2.81,Tropicana Field,11,-7
3/31/2014,2014,PHI,TEX,14,10,-105,1.5,-215,7.5,-115,-105,-105,-1.5,185,3.84,Rangers Ballpark,24,4
3/31/2014,2014,TB,TOR,9,2,-164,-1.5,135,7,-105,-115,149,1.5,-155,4.35,Tropicana Field,11,7
3/31/2014,2014,NYM,WSH,7,9,159,1.5,-115,6.5,100,-120,-179,-1.5,-105,2.51,Citi Field,16,-2
4/1/2014,2014,SF,ARI,4,5,107,1.5,-205,8.5,-110,-110,-117,-1.5,175,4.11,Chase Field,9,-1
4/1/2014,2014,MIL,ATL,2,5,-114,-1.5,175,8.5,-110,-110,104,1.5,-205,4.53,Miller Park,7,-3
4/1/2014,2014,MIA,COL,4,3,112,1.5,-165,7,-115,-105,-122,-1.5,145,3.3,Marlins Park,7,1
4/1/2014,2014,NYY,HOU,2,6,-150,-1.5,110,8.5,-120,100,135,1.5,-130,5.1,Minute Maid Park,8,-4
4/1/2014,2014,SEA,LAA,8,3,150,1.5,-145,7.5,105,-125,-170,-1.5,125,3,Angel Stadium,11,5
4/1/2014,2014,SD,LAD,2,3,135,1.5,-135,6.5,-110,-110,-150,-1.5,115,2.77,PETCO Park,5,-1
4/1/2014,2014,COL,MIA,3,4,-122,-1.5,145,7,-115,-105,112,1.5,-165,3.85,Marlins Park,7,-1
4/1/2014,2014,ATL,MIL,5,2,104,1.5,-205,8.5,-110,-110,-114,-1.5,175,4.17,Miller Park,7,3
4/1/2014,2014,HOU,NYY,6,2,135,1.5,-130,8.5,-120,100,-150,-1.5,110,3.62,Minute Maid Park,8,4
4/1/2014,2014,TEX,PHI,3,2,-146,-1.5,145,8.5,-115,-105,131,1.5,-165,5.04,Rangers Ballpark,5,1
4/1/2014,2014,LAD,SD,3,2,-150,-1.5,115,6.5,-110,-110,135,1.5,-135,3.9,PETCO Park,5,1
4/1/2014,2014,LAA,SEA,3,8,-170,-1.5,125,7.5,105,-125,150,1.5,-145,4.72,Angel Stadium,11,-5
4/1/2014,2014,ARI,SF,5,4,-117,-1.5,175,8.5,-110,-110,107,1.5,-205,4.58,Chase Field,9,1
4/1/2014,2014,TOR,TB,4,2,150,1.5,-145,7.5,-105,-115,-165,-1.5,125,3,Tropicana Field,6,2
4/1/2014,2014,PHI,TEX,2,3,131,1.5,-165,8.5,-115,-105,-146,-1.5,145,3.68,Rangers Ballpark,5,-1
4/1/2014,2014,TB,TOR,2,4,-165,-1.5,125,7.5,-105,-115,150,1.5,-145,4.67,Tropicana Field,6,-2
4/2/2014,2014,SF,ARI,2,0,-105,1.5,-215,8.5,-120,100,-105,-1.5,185,4.35,Chase Field,2,2
4/2/2014,2014,MIL,ATL,0,1,-124,-1.5,150,9,-105,-115,114,1.5,-170,4.98,Miller Park,1,-1
4/2/2014,2014,BOS,BAL,6,2,-117,-1.5,140,8.5,-115,-105,107,1.5,-160,4.58,Camden Yards,8,4
4/2/2014,2014,BAL,BOS,2,6,107,1.5,-160,8.5,-115,-105,-117,-1.5,140,4.11,Camden Yards,8,-4
4/2/2014,2014,PIT,CHC,4,3,-155,-1.5,147,7,110,-130,140,1.5,-167,4.25,PNC Park,7,1
4/2/2014,2014,STL,CIN,0,1,-116,-1.5,145,7,-110,-110,106,1.5,-165,3.76,Great American Ballpark,1,-1
4/2/2014,2014,OAK,CLE,6,1,-145,-1.5,155,7.5,-105,-130,118,1.5,-185,4.44,Oakland Coliseum,7,5
4/2/2014,2014,OAK,CLE,4,6,-128,-1.5,165,8,110,-115,130,1.5,-175,4.49,Oakland Coliseum,10,-2
4/2/2014,2014,MIA,COL,5,6,-123,-1.5,175,7.5,102,-122,113,1.5,-205,4.14,Marlins Park,11,-1
4/2/2014,2014,MIN,CWS,6,7,125,1.5,-175,8,102,-122,-140,-1.5,155,3.56,Guaranteed Rate Field,13,-1
4/2/2014,2014,KC,DET,1,2,170,1.5,-125,7.5,-107,-113,-200,-1.5,105,2.78,Comerica Park,3,-1
4/2/2014,2014,NYY,HOU,1,3,-170,-1.5,-110,8,-122,102,150,1.5,-110,5.04,Minute Maid Park,4,-2
4/2/2014,2014,DET,KC,2,1,-200,-1.5,105,7.5,-107,-113,170,1.5,-125,5,Comerica Park,3,1
4/2/2014,2014,SEA,LAA,8,2,127,1.5,-175,7.5,105,-125,-142,-1.5,155,3.3,Angel Stadium,10,6
4/2/2014,2014,SD,LAD,1,5,-110,-1.5,190,6.5,-125,105,100,1.5,-230,3.4,PETCO Park,6,-4
4/2/2014,2014,COL,MIA,6,5,113,1.5,-205,7.5,102,-122,-123,-1.5,175,3.52,Marlins Park,11,1
4/2/2014,2014,ATL,MIL,1,0,114,1.5,-170,9,-105,-115,-124,-1.5,150,4.21,Miller Park,1,1
4/2/2014,2014,CWS,MIN,7,6,-140,-1.5,155,8,102,-122,125,1.5,-175,4.67,Guaranteed Rate Field,13,1
4/2/2014,2014,WSH,NYM,5,1,-122,-1.5,140,6.5,-120,100,112,1.5,-160,3.57,Citi Field,6,4
4/2/2014,2014,HOU,NYY,3,1,150,1.5,-110,8,-122,102,-170,-1.5,-110,3.2,Minute Maid Park,4,2
4/2/2014,2014,CLE,OAK,1,6,118,1.5,-185,8,-105,-130,-145,-1.5,155,3.67,Oakland Coliseum,7,-5
4/2/2014,2014,CLE,OAK,6,4,130,1.5,-175,7.5,110,-115,-128,-1.5,165,3.26,Oakland Coliseum,10,2
4/2/2014,2014,TEX,PHI,4,3,-170,-1.5,115,9.5,-110,-110,150,1.5,-135,5.98,Rangers Ballpark,7,1
4/2/2014,2014,CHC,PIT,3,4,140,1.5,-167,7,110,-130,-155,-1.5,147,2.92,PNC Park,7,-1
4/2/2014,2014,LAD,SD,5,1,100,1.5,-230,6.5,-125,105,-110,-1.5,190,3.25,PETCO Park,6,4
4/2/2014,2014,LAA,SEA,2,8,-142,-1.5,155,7.5,105,-125,127,1.5,-175,4.4,Angel Stadium,10,-6
4/2/2014,2014,ARI,SF,0,2,-105,-1.5,185,8.5,-120,100,-105,1.5,-215,4.35,Chase Field,2,-2
4/2/2014,2014,CIN,STL,1,0,106,1.5,-165,7,-110,-110,-116,-1.5,145,3.4,Great American Ballpark,1,1
4/2/2014,2014,TOR,TB,3,0,138,1.5,-160,8,100,-120,-153,-1.5,140,3.36,Tropicana Field,3,3
4/2/2014,2014,PHI,TEX,3,4,150,1.5,-135,9.5,-110,-110,-170,-1.5,115,3.8,Rangers Ballpark,7,-1
4/2/2014,2014,TB,TOR,0,3,-153,-1.5,140,8,100,-120,138,1.5,-160,4.84,Tropicana Field,3,-3
4/2/2014,2014,NYM,WSH,1,5,112,1.5,-160,6.5,-120,100,-122,-1.5,140,3.07,Citi Field,6,-4
4/3/2014,2014,SF,ARI,8,5,107,1.5,-200,8.5,-110,-110,-117,-1.5,170,4.11,Chase Field,13,3
4/3/2014,2014,BOS,BAL,4,3,-101,1.5,-210,9,-105,-115,-109,-1.5,180,4.52,Camden Yards,7,1
4/3/2014,2014,BAL,BOS,3,4,-109,-1.5,180,9,-105,-115,-101,1.5,-210,4.69,Camden Yards,7,-1
4/3/2014,2014,PIT,CHC,2,3,-159,-1.5,140,7,-115,-105,144,1.5,-160,4.3,PNC Park,5,-1
4/3/2014,2014,STL,CIN,7,6,102,1.5,-220,7.5,100,-120,-112,-1.5,190,3.71,Great American Ballpark,13,1
4/3/2014,2014,MIA,COL,8,5,103,1.5,-170,7.5,105,-125,-113,-1.5,150,3.69,Marlins Park,13,3
4/3/2014,2014,MIN,CWS,10,9,125,1.5,-170,7.5,-110,-110,-140,-1.5,150,3.33,Guaranteed Rate Field,19,1
4/3/2014,2014,NYY,HOU,4,2,-152,-1.5,110,8.5,100,-120,137,1.5,-130,5.13,Minute Maid Park,6,2
4/3/2014,2014,COL,MIA,5,8,-113,-1.5,150,7.5,105,-125,103,1.5,-170,3.98,Marlins Park,13,-3
4/3/2014,2014,CWS,MIN,9,10,-140,-1.5,150,7.5,-110,-110,125,1.5,-170,4.38,Guaranteed Rate Field,19,-1
4/3/2014,2014,WSH,NYM,8,2,-117,-1.5,145,7,105,-125,107,1.5,-165,3.77,Citi Field,10,6
4/3/2014,2014,HOU,NYY,2,4,137,1.5,-130,8.5,100,-120,-152,-1.5,110,3.59,Minute Maid Park,6,-2
4/3/2014,2014,SEA,OAK,2,3,125,1.5,-165,8,100,-120,-140,-1.5,145,3.56,Oakland Coliseum,5,-1
4/3/2014,2014,CHC,PIT,3,2,144,1.5,-160,7,-115,-105,-159,-1.5,140,2.87,PNC Park,5,1
4/3/2014,2014,OAK,SEA,3,2,-140,-1.5,145,8,100,-120,125,1.5,-165,4.67,Oakland Coliseum,5,1
4/3/2014,2014,ARI,SF,5,8,-117,-1.5,170,8.5,-110,-110,107,1.5,-200,4.58,Chase Field,13,-3
4/3/2014,2014,CIN,STL,6,7,-112,-1.5,190,7.5,100,-120,102,1.5,-220,3.96,Great American Ballpark,13,-1
4/3/2014,2014,TOR,TB,2,7,141,1.5,-150,8,-105,-115,-156,-1.5,130,3.32,Tropicana Field,9,-5
4/3/2014,2014,TB,TOR,7,2,-156,-1.5,130,8,-105,-115,141,1.5,-150,4.88,Tropicana Field,9,5
4/3/2014,2014,NYM,WSH,2,8,107,1.5,-165,7,105,-125,-117,-1.5,145,3.38,Citi Field,10,-6
4/4/2014,2014,COL,ARI,12,2,-126,-1.5,160,10,-105,-115,116,1.5,-180,5.58,Coors Field,14,10
4/4/2014,2014,WSH,ATL,1,2,-172,-1.5,125,7.5,-110,-110,152,1.5,-145,4.74,Nationals Park,3,-1
4/4/2014,2014,DET,BAL,10,4,-167,-1.5,130,7.5,-120,100,152,1.5,-150,4.69,Comerica Park,14,6
4/4/2014,2014,MIL,BOS,6,2,128,1.5,-165,8.5,-125,105,-143,-1.5,145,3.73,Fenway Park,8,4
4/4/2014,2014,PHI,CHC,7,2,135,1.5,-155,11,-105,-115,-150,-1.5,135,4.68,Wrigley Field,9,5
4/4/2014,2014,NYM,CIN,4,3,-109,-1.5,190,7,-115,-105,-101,1.5,-220,3.65,Citi Field,7,1
4/4/2014,2014,MIN,CLE,2,7,170,1.5,-130,7.5,-112,-108,-190,-1.5,110,2.78,Progressive Field,9,-5
4/4/2014,2014,ARI,COL,2,12,116,1.5,-180,10,-105,-115,-126,-1.5,160,4.63,Coors Field,14,-10
4/4/2014,2014,KC,CWS,7,5,-152,-1.5,140,8.5,100,-120,137,1.5,-160,5.13,Kauffman Stadium,12,2
4/4/2014,2014,BAL,DET,4,10,152,1.5,-150,7.5,-120,100,-167,-1.5,130,2.98,Comerica Park,14,-6
4/4/2014,2014,LAA,HOU,11,1,-180,-1.5,-115,9.5,100,-120,160,1.5,-105,6.11,Minute Maid Park,12,10
4/4/2014,2014,CWS,KC,5,7,137,1.5,-160,8.5,100,-120,-152,-1.5,140,3.59,Kauffman Stadium,12,-2
4/4/2014,2014,HOU,LAA,1,11,160,1.5,-105,9.5,100,-120,-180,-1.5,-115,3.65,Minute Maid Park,12,-10
4/4/2014,2014,SF,LAD,8,4,165,1.5,-150,7.5,103,-123,-185,-1.5,130,2.83,Dodger Stadium,12,4
4/4/2014,2014,SD,MIA,2,8,-103,1.5,-215,7.5,-110,-110,-107,-1.5,185,3.81,Marlins Park,10,-6
4/4/2014,2014,BOS,MIL,2,6,-143,-1.5,145,8.5,-125,105,128,1.5,-165,5,Fenway Park,8,-4
4/4/2014,2014,CLE,MIN,7,2,-190,-1.5,110,7.5,-112,-108,170,1.5,-130,4.91,Progressive Field,9,5
4/4/2014,2014,CIN,NYM,3,4,-101,1.5,-220,7,-115,-105,-109,-1.5,190,3.52,Citi Field,7,-1
4/4/2014,2014,TOR,NYY,3,7,128,1.5,-140,8.5,-115,-105,-143,-1.5,120,3.73,Rogers Centre,10,-4
4/4/2014,2014,CHC,PHI,2,7,-150,-1.5,135,11,-105,-115,135,1.5,-155,6.6,Wrigley Field,9,-5
4/4/2014,2014,STL,PIT,2,12,-102,1.5,-240,7,105,-125,-108,-1.5,200,3.53,PNC Park,14,-10
4/4/2014,2014,MIA,SD,8,2,-107,-1.5,185,7.5,-110,-110,-103,1.5,-215,3.88,Marlins Park,10,6
4/4/2014,2014,LAD,SF,4,8,-185,-1.5,130,7.5,103,-123,165,1.5,-150,4.87,Dodger Stadium,12,-4
4/4/2014,2014,PIT,STL,12,2,-108,-1.5,200,7,105,-125,-102,1.5,-240,3.63,PNC Park,14,10
4/4/2014,2014,TEX,TB,1,8,139,1.5,-155,8.5,-113,-107,-154,-1.5,135,3.56,Tropicana Field,9,-7
4/4/2014,2014,TB,TEX,8,1,-154,-1.5,135,8.5,-113,-107,139,1.5,-155,5.15,Tropicana Field,9,7
4/4/2014,2014,NYY,TOR,7,3,-143,-1.5,120,8.5,-115,-105,128,1.5,-140,5,Rogers Centre,10,4
4/4/2014,2014,ATL,WSH,2,1,152,1.5,-145,7.5,-110,-110,-172,-1.5,125,2.98,Nationals Park,3,1
4/5/2014,2014,COL,ARI,9,4,-117,-1.5,170,9.5,-105,-115,107,1.5,-200,5.12,Coors Field,13,5
4/5/2014,2014,WSH,ATL,2,6,-158,-1.5,145,6.5,-105,-115,143,1.5,-165,3.98,Nationals Park,8,-4
4/5/2014,2014,DET,BAL,7,6,-133,-1.5,155,8.5,-120,100,118,1.5,-175,4.85,Comerica Park,13,1
4/5/2014,2014,MIL,BOS,7,6,170,1.5,-140,8.5,-110,-110,-190,-1.5,120,3.15,Fenway Park,13,1
4/5/2014,2014,PHI,CHC,2,0,-116,-1.5,155,6.5,-105,-115,106,1.5,-175,3.49,Wrigley Field,2,2
4/5/2014,2014,NYM,CIN,6,3,115,1.5,-150,6.5,-115,-105,-130,-1.5,130,3.02,Citi Field,9,3
4/5/2014,2014,MIN,CLE,7,3,143,1.5,-155,8.5,-105,-115,-158,-1.5,135,3.5,Progressive Field,10,4
4/5/2014,2014,ARI,COL,4,9,107,1.5,-200,9.5,-105,-115,-117,-1.5,170,4.59,Coors Field,13,-5
4/5/2014,2014,KC,CWS,4,3,-151,-1.5,140,8,-105,-115,136,1.5,-160,4.81,Kauffman Stadium,7,1
4/5/2014,2014,BAL,DET,6,7,118,1.5,-175,8.5,-120,100,-133,-1.5,155,3.9,Comerica Park,13,-1
4/5/2014,2014,LAA,HOU,5,1,-150,-1.5,105,9,-110,-110,135,1.5,-125,5.4,Minute Maid Park,6,4
4/5/2014,2014,CWS,KC,3,4,136,1.5,-160,8,-105,-115,-151,-1.5,140,3.39,Kauffman Stadium,7,-1
4/5/2014,2014,HOU,LAA,1,5,135,1.5,-125,9,-110,-110,-150,-1.5,105,3.83,Minute Maid Park,6,-4
4/5/2014,2014,SF,LAD,7,2,-112,-1.5,150,7.5,100,-120,102,1.5,-170,3.96,Dodger Stadium,9,5
4/5/2014,2014,SD,MIA,0,5,135,1.5,-170,6.5,100,-120,-150,-1.5,150,2.77,Marlins Park,5,-5
4/5/2014,2014,BOS,MIL,6,7,-190,-1.5,120,8.5,-110,-110,170,1.5,-140,5.57,Fenway Park,13,-1
4/5/2014,2014,CLE,MIN,3,7,-158,-1.5,135,8.5,-105,-115,143,1.5,-155,5.21,Progressive Field,10,-4
4/5/2014,2014,CIN,NYM,3,6,-130,-1.5,130,6.5,-115,-105,115,1.5,-150,3.67,Citi Field,9,-3
4/5/2014,2014,TOR,NYY,4,0,-129,-1.5,145,9,100,-120,119,1.5,-165,5.07,Rogers Centre,4,4
4/5/2014,2014,SEA,OAK,3,1,-122,-1.5,140,7,100,-120,112,1.5,-160,3.85,Oakland Coliseum,4,2
4/5/2014,2014,CHC,PHI,0,2,106,1.5,-175,6.5,-105,-115,-116,-1.5,155,3.16,Wrigley Field,2,-2
4/5/2014,2014,STL,PIT,6,1,130,1.5,-180,7,100,-120,-145,-1.5,160,3.04,PNC Park,7,5
4/5/2014,2014,MIA,SD,5,0,-150,-1.5,150,6.5,100,-120,135,1.5,-170,3.9,Marlins Park,5,5
4/5/2014,2014,OAK,SEA,1,3,112,1.5,-160,7,100,-120,-122,-1.5,140,3.3,Oakland Coliseum,4,-2
4/5/2014,2014,LAD,SF,2,7,102,1.5,-170,7.5,100,-120,-112,-1.5,150,3.71,Dodger Stadium,9,-5
4/5/2014,2014,PIT,STL,1,6,-145,-1.5,160,7,100,-120,130,1.5,-180,4.14,PNC Park,7,-5
4/5/2014,2014,TEX,TB,4,5,160,1.5,-140,7.5,-110,-110,-180,-1.5,120,2.88,Tropicana Field,9,-1
4/5/2014,2014,TB,TEX,5,4,-180,-1.5,120,7.5,-110,-110,160,1.5,-140,4.82,Tropicana Field,9,1
4/5/2014,2014,NYY,TOR,0,4,119,1.5,-165,9,100,-120,-129,-1.5,145,4.11,Rogers Centre,4,-4
4/5/2014,2014,ATL,WSH,6,2,143,1.5,-165,6.5,-105,-115,-158,-1.5,145,2.67,Nationals Park,8,4
4/6/2014,2014,COL,ARI,3,5,-126,-1.5,160,9,-110,-110,116,1.5,-180,5.02,Coors Field,8,-2
4/6/2014,2014,WSH,ATL,2,1,-103,-1.5,195,7,100,-120,-107,1.5,-225,3.55,Nationals Park,3,1
4/6/2014,2014,DET,BAL,1,3,-154,-1.5,140,7.5,-105,-115,139,1.5,-160,4.55,Comerica Park,4,-2
4/6/2014,2014,MIL,BOS,4,0,141,1.5,-150,9,100,-120,-156,-1.5,130,3.73,Fenway Park,4,4
4/6/2014,2014,PHI,CHC,3,8,-114,-1.5,155,7.5,107,-127,104,1.5,-175,4,Wrigley Field,11,-5
4/6/2014,2014,NYM,CIN,1,2,-106,-1.5,195,7,-115,-105,-104,1.5,-225,3.6,Citi Field,3,-1
4/6/2014,2014,MIN,CLE,10,7,175,1.5,-130,7.5,103,-123,-195,-1.5,110,2.73,Progressive Field,17,3
4/6/2014,2014,ARI,COL,5,3,116,1.5,-180,9,-110,-110,-126,-1.5,160,4.17,Coors Field,8,2
4/6/2014,2014,KC,CWS,1,5,-116,-1.5,180,7,100,-120,106,1.5,-210,3.76,Kauffman Stadium,6,-4
4/6/2014,2014,BAL,DET,3,1,139,1.5,-160,7.5,-105,-115,-154,-1.5,140,3.14,Comerica Park,4,2
4/6/2014,2014,LAA,HOU,4,7,-156,-1.5,105,8,-120,100,141,1.5,-125,4.88,Minute Maid Park,11,-3
4/6/2014,2014,CWS,KC,5,1,106,1.5,-210,7,100,-120,-116,-1.5,180,3.4,Kauffman Stadium,6,4
4/6/2014,2014,HOU,LAA,7,4,141,1.5,-125,8,-120,100,-156,-1.5,105,3.32,Minute Maid Park,11,3
4/6/2014,2014,SF,LAD,2,6,132,1.5,-164,6.5,-125,105,-147,-1.5,144,2.8,Dodger Stadium,8,-4
4/6/2014,2014,SD,MIA,4,2,109,1.5,-195,7.5,-105,-115,-119,-1.5,165,3.59,Marlins Park,6,2
4/6/2014,2014,BOS,MIL,0,4,-156,-1.5,130,9,100,-120,141,1.5,-150,5.48,Fenway Park,4,-4
4/6/2014,2014,CLE,MIN,7,10,-195,-1.5,110,7.5,103,-123,175,1.5,-130,4.96,Progressive Field,17,-3
4/6/2014,2014,CIN,NYM,2,1,-104,1.5,-225,7,-115,-105,-106,-1.5,195,3.57,Citi Field,3,1
4/6/2014,2014,TOR,NYY,4,6,-121,-1.5,170,8.5,-115,-105,111,1.5,-200,4.65,Rogers Centre,10,-2
4/6/2014,2014,SEA,OAK,3,6,132,1.5,-161,7.5,-108,-112,-147,-1.5,141,3.23,Oakland Coliseum,9,-3
4/6/2014,2014,CHC,PHI,8,3,104,1.5,-175,7.5,107,-127,-114,-1.5,155,3.68,Wrigley Field,11,5
4/6/2014,2014,STL,PIT,1,2,-165,-1.5,-101,7,-106,-114,150,1.5,-119,4.36,PNC Park,3,-1
4/6/2014,2014,MIA,SD,2,4,-119,-1.5,165,7.5,-105,-115,109,1.5,-195,4.08,Marlins Park,6,-2
4/6/2014,2014,OAK,SEA,6,3,-147,-1.5,141,7.5,-108,-112,132,1.5,-161,4.46,Oakland Coliseum,9,3
4/6/2014,2014,LAD,SF,6,2,-147,-1.5,144,6.5,-125,105,132,1.5,-164,3.87,Dodger Stadium,8,4
4/6/2014,2014,PIT,STL,2,1,150,1.5,-119,7,-106,-114,-165,-1.5,-101,2.8,PNC Park,3,1
4/6/2014,2014,TEX,TB,3,0,-108,-1.5,165,7,-110,-110,-102,1.5,-185,3.63,Tropicana Field,3,3
4/6/2014,2014,TB,TEX,0,3,-102,1.5,-185,7,-110,-110,-108,-1.5,165,3.53,Tropicana Field,3,-3
4/6/2014,2014,NYY,TOR,6,4,111,1.5,-200,8.5,-115,-105,-121,-1.5,170,4.03,Rogers Centre,10,2
4/6/2014,2014,ATL,WSH,1,2,-107,1.5,-225,7,100,-120,-103,-1.5,195,3.62,Nationals Park,3,-1
4/7/2014,2014,NYY,BAL,4,2,-142,-1.5,155,8,-110,-110,127,1.5,-175,4.69,Yankee Stadium,6,2
4/7/2014,2014,TEX,BOS,1,5,138,1.5,-145,9,-125,105,-153,-1.5,125,3.78,Fenway Park,6,-4
4/7/2014,2014,STL,CIN,5,3,-153,-1.5,155,6.5,100,-120,138,1.5,-175,3.93,Busch Stadium,8,2
4/7/2014,2014,CWS,COL,1,8,136,1.5,-155,9.5,-110,-110,-151,-1.5,135,4.03,Coors Field,9,-7
4/7/2014,2014,COL,CWS,8,1,-151,-1.5,135,9.5,-110,-110,136,1.5,-155,5.72,Coors Field,9,7
4/7/2014,2014,LAA,HOU,9,1,-160,-1.5,-101,8.5,-115,-105,145,1.5,-119,5.23,Minute Maid Park,10,8
4/7/2014,2014,TB,KC,2,4,-101,1.5,-220,7.5,-110,-110,-109,-1.5,190,3.77,Kauffman Stadium,6,-2
4/7/2014,2014,HOU,LAA,1,9,145,1.5,-119,8.5,-115,-105,-160,-1.5,-101,3.47,Minute Maid Park,10,-8
4/7/2014,2014,OAK,MIN,8,3,-144,-1.5,115,8,-105,-115,129,1.5,-135,4.72,Target Field,11,5
4/7/2014,2014,BAL,NYY,2,4,127,1.5,-175,8,-110,-110,-142,-1.5,155,3.52,Yankee Stadium,6,-2
4/7/2014,2014,MIN,OAK,3,8,129,1.5,-135,8,-105,-115,-144,-1.5,115,3.49,Target Field,11,-5
4/7/2014,2014,CIN,STL,3,5,138,1.5,-175,6.5,100,-120,-153,-1.5,155,2.73,Busch Stadium,8,-2
4/7/2014,2014,KC,TB,4,2,-109,-1.5,190,7.5,-110,-110,-101,1.5,-220,3.91,Kauffman Stadium,6,2
4/7/2014,2014,BOS,TEX,5,1,-153,-1.5,125,9,-125,105,138,1.5,-145,5.44,Fenway Park,6,4
4/8/2014,2014,SF,ARI,7,3,-155,-1.5,145,7.5,-101,-119,140,1.5,-165,4.56,AT&T Park,10,4
4/8/2014,2014,NYM,ATL,4,0,119,1.5,-190,7,-115,-105,-129,-1.5,160,3.2,Turner Field,4,4
4/8/2014,2014,NYY,BAL,5,14,-105,-1.5,169,9,-125,105,-105,1.5,-199,4.61,Yankee Stadium,19,-9
4/8/2014,2014,TEX,BOS,10,7,118,1.5,-180,9.5,100,-120,-128,-1.5,160,4.36,Fenway Park,17,3
4/8/2014,2014,PIT,CHC,7,6,-118,-1.5,145,7,-120,100,108,1.5,-165,3.79,Wrigley Field,13,1
4/8/2014,2014,STL,CIN,7,5,-133,-1.5,170,7,-110,-110,118,1.5,-200,4,Busch Stadium,12,2
4/8/2014,2014,SD,CLE,6,8,119,1.5,-190,7.5,100,-120,-129,-1.5,160,3.42,Progressive Field,14,-2
4/8/2014,2014,CWS,COL,15,3,140,1.5,-155,9.5,100,-120,-155,-1.5,135,3.96,Coors Field,18,12
4/8/2014,2014,COL,CWS,3,15,-155,-1.5,135,9.5,100,-120,140,1.5,-155,5.77,Coors Field,18,-12
